Restaurant name,Order ID,Store ID,Delivery Type,Payment type,Payment method,Is Pro Order,Restaurant Address,Order status,Order received at,Has Complaint?,Complaint Reason,Cancelled at,Cancellation reason,Cancellation owner,Subtotal,Service fee,Packaging charges,Minimum order value fee,Vendor Refunds,Customer Fee Total,Tax Charge,Online Payment Fee,Discount Funded by you,Voucher Funded by you,Commission,Operational Charges,Ads Fee,Wait time fee,Marketing Fees,Avoidable cancellation fee,Is Payable,Is Paid,Estimated earnings,Cash amount already collected by you,Amount owed back to platform,Payout Amount,Platform-Funded Discount,Platform-Funded Voucher,Total Discount,Total Voucher,Tax Amount,Order Items
GULA - VAL - Calle Cadis,101648232918,923697,Platform delivery,Online,SINGLE-1,N,"Carrer de Cadis 41
46004 Valencia València
España",Delivered,2026-05-10 13:54,N,,,,,33.60,0.00,0.00,0.00,0.00,0.00,1.77,0.00,4.99,0.00,8.40,0.00,0.00,0.00,,0.00,,,18.44,0.00,0.00,18.44,0.00,0.00,4.99,0.00,0.00,"1 Pollo Frito Al Estilo GULA [1 Extra: Salsa bacon, 1 Salsa BBK], 1 The Golden Bite Combo [1 Burger Cheese Bacon, 1 Fritas bacon queso, 1 Fuze Tea Limón Sabor Original Lata 330ml, 1 Sin Extras]"
GULA - VAL - Calle Cadis,101648306586,923697,Pickup,Online,SINGLE-1,N,"Carrer de Cadis 41
46004 Valencia València
España",Delivered,2026-05-10 14:42,N,,,,,1.80,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.27,0.00,0.00,0.00,,0.00,,,1.47,0.00,0.00,1.47,0.00,0.00,0.00,0.00,0.00,1 Salsa Bacon
GULA - VAL - Calle Cadis,101648326631,923697,Pickup,Online,SINGLE-1,N,"Carrer de Cadis 41
46004 Valencia València
España",Delivered,2026-05-10 14:56,N,,,,,6.95,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,1.04,0.00,0.00,0.00,,0.00,,,5.69,0.00,0.00,5.69,0.00,0.00,0.00,0.00,0.00,1 Cheese Jr.
GULA - VAL - Calle Cadis,101648802655,923697,Platform delivery,Online,SINGLE-1,N,"Carrer de Cadis 41
46004 Valencia València
España",Delivered,2026-05-10 20:35,N,,,,,15.90,0.00,0.00,0.00,0.00,0.00,0.72,0.00,2.24,0.00,3.42,0.00,0.00,0.00,,0.00,,,9.52,0.00,0.00,9.52,0.00,0.00,2.24,0.00,0.00,"1 The Sinner Combo [1 Burger Cheese Bacon, 1 Fanta Naranja lata 330ml.]"
GULA - VAL - Calle Cadis,101648814747,923697,Platform delivery,Online,SINGLE-1,N,"Carrer de Cadis 41
46004 Valencia València
España",Delivered,2026-05-10 20:50,N,,,,,21.90,0.00,0.00,0.00,0.00,0.00,1.15,0.00,0.00,0.00,5.48,0.00,0.00,0.00,,0.00,,,15.27,0.00,0.00,15.27,0.00,0.00,0.00,0.00,0.00,"1 The Golden Bite Combo [1 Gula Cheeseburger, 1 Fritas buffalo ranch, 1 Agua Cabreiroa (330 ml.)]"
GULA - VAL - Calle Cadis,101648826040,923697,Platform delivery,Online,SINGLE-1,N,"Carrer de Cadis 41
46004 Valencia València
España",Delivered,2026-05-10 20:50,N,,,,,30.80,0.00,0.00,0.00,0.00,0.00,1.38,0.00,4.48,0.00,6.58,0.00,0.00,0.00,,0.00,,,18.36,0.00,0.00,18.36,0.00,0.00,4.48,0.00,0.00,"1 The Sinner Combo [1 Gula Cheeseburger, 1 Coca-Cola Zero Azúcar lata 330ml.], 1 The Sinner Combo [1 Burger Cheese Bacon, 1 Coca-Cola Zero Azúcar lata 330ml.]"
GULA - VAL - Calle Cadis,101648858084,923697,Platform delivery,Online,SINGLE-1,N,"Carrer de Cadis 41
46004 Valencia València
España",Delivered,2026-05-10 21:18,N,,,,,15.90,0.00,0.00,0.00,0.00,0.00,0.72,0.00,2.24,0.00,3.42,0.00,0.00,0.00,,0.00,,,9.52,0.00,0.00,9.52,0.00,0.00,2.24,0.00,0.00,"1 The Sinner Combo [1 Burger Cheese Bacon, 1 Agua Cabreiroa (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101639281119,925154,Platform delivery,Online,SINGLE-1,Y,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 13:11,N,,,,,32.70,0.00,0.00,0.00,0.00,0.00,1.11,0.00,13.77,0.00,4.73,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,12.54,0.00,0.00,12.54,0.00,0.00,13.77,0.00,0.00,"1 The Pope'S Burger, 2 Pollo Frito Al Estilo GULA [1 Salsa GULA]"
GULA - CAA - Calle Jimenez de la Espada,101639301694,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 13:27,N,,,,,33.90,0.00,0.00,0.00,0.00,0.00,1.28,0.00,9.57,0.00,6.08,0.00,0.00,0.00,,0.00,,,16.97,0.00,0.00,16.97,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [2 Burger Spicy V, 1 Fritas bacon queso, 2 Coca-Cola Sabor Original lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101639314893,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 13:37,N,,,,,47.15,0.00,0.00,0.00,0.00,0.00,1.74,0.00,14.07,0.00,8.27,0.00,0.00,0.00,,0.00,,,23.07,0.00,0.00,23.07,0.00,0.00,14.07,0.00,0.00,"1 The Trufa Corp Chicken, 1 Cheese Jr., 1 Fritas Bacon Queso, 2 Pollo Frito Al Estilo GULA [1 Salsa chile chipotle]"
GULA - CAA - Calle Jimenez de la Espada,101639315389,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 13:37,N,,,,,66.70,0.00,0.00,0.00,0.00,0.00,2.27,0.00,23.37,0.00,10.83,0.00,0.00,0.00,,0.00,,,30.23,0.00,0.00,30.23,0.00,0.00,23.37,0.00,0.00,"2 Fritas Trufadas, 2 Pollo Frito Al Estilo GULA [1 Salsa GULA], 1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger Cheese Bacon, 1 Fritas buffalo ranch, 2 Coca-Cola Zero Azúcar lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101639383827,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 14:26,Y,Wrong item,,,,17.30,0.00,0.00,0.00,0.00,0.00,0.69,0.00,4.17,0.00,3.28,9.73,0.00,0.00,,0.00,,,-0.57,0.00,0.57,0.00,0.00,0.00,4.17,0.00,0.00,"1 Cheese Bacon  [1 Sin Extras], 1 Nuestras Fritas [1 Sin Extras]"
GULA - CAA - Calle Jimenez de la Espada,101639390489,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 14:54,Y,Missing item,,,,52.80,0.00,0.00,0.00,0.00,0.00,2.02,0.00,14.37,0.00,9.61,15.84,0.00,0.50,,0.00,,,10.46,0.00,0.00,10.46,0.00,0.00,14.37,0.00,0.00,"1 The Trufa Corp  [1 Extra: Fritas trufadas], 2 Pollo Frito Al Estilo GULA [1 Salsa GULA], 1 Cheescake de Fresa , 1 Tarta de Oreo "
GULA - CAA - Calle Jimenez de la Espada,101639412089,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 14:58,N,,,,,40.80,0.00,0.00,0.00,0.00,0.00,1.82,0.00,6.12,0.00,8.67,0.00,0.00,1.75,,0.00,,,22.44,0.00,0.00,22.44,0.00,0.00,6.12,0.00,0.00,"1 GULA Cheeseburger, 1 Cheese Bacon, 1 Fritas Trufadas, 1 Alitas BBK"
GULA - CAA - Calle Jimenez de la Espada,101639413247,925154,Platform delivery,Cash,SINGLE-1,Y,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 14:49,N,,,,,26.20,0.00,0.00,0.00,0.00,0.00,1.29,0.00,3.87,0.00,5.58,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,14.91,0.00,0.00,14.91,0.00,0.00,3.87,0.00,0.00,"1 The Pope'S Burger, 1 Fritas Buffalo Ranch, 1 Brownie"
GULA - CAA - Calle Jimenez de la Espada,101639415300,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 14:51,N,,,,,80.40,0.00,0.00,0.00,0.00,0.00,3.33,0.00,16.98,0.00,15.86,0.00,0.00,0.50,,0.00,,,43.73,0.00,0.00,43.73,0.00,0.00,16.98,0.00,0.00,"2 GULA Cheeseburger, 1 The Trufa Corp, 2 Cheese Bacon, 1 The Trufa Corp Chicken"
GULA - CAA - Calle Jimenez de la Espada,101639445198,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 15:16,N,,,,,33.70,0.00,0.00,0.00,0.00,0.00,1.03,0.00,14.07,0.00,4.91,0.00,0.00,0.00,,0.00,,,13.69,0.00,0.00,13.69,0.00,0.00,14.07,0.00,0.00,"1 Cheese Bacon, 2 Pollo Frito Al Estilo GULA [1 Salsa GULA]"
GULA - CAA - Calle Jimenez de la Espada,101639782702,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 20:49,N,,,,,33.90,0.00,0.00,0.00,0.00,0.00,1.28,0.00,9.57,0.00,6.08,0.00,0.00,0.00,,0.00,,,16.97,0.00,0.00,16.97,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger The Trufa Corp, 1 Nuestras fritas, 2 Coca-Cola Sabor Original lata 330ml., 1 Sin Extras]"
GULA - CAA - Calle Jimenez de la Espada,101639791534,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 20:11,N,,,,,21.40,0.00,0.00,0.00,0.00,0.00,0.91,0.00,4.17,0.00,4.31,0.00,0.00,0.00,,0.00,,,12.01,0.00,0.00,12.01,0.00,0.00,4.17,0.00,0.00,"1 Cheese Bacon, 1 Fritas Buffalo Ranch"
GULA - CAA - Calle Jimenez de la Espada,101639851520,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 21:29,N,,,,,31.70,0.00,0.00,0.00,0.00,0.00,1.14,0.00,9.90,0.00,5.45,0.00,0.00,0.00,,0.00,,,15.21,0.00,0.00,15.21,0.00,0.00,9.90,0.00,0.00,"1 GULA Cheeseburger, 2 Pollo Frito Al Estilo GULA [1 Salsa GULA]"
GULA - CAA - Calle Jimenez de la Espada,101639876241,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 20:57,N,,,,,31.90,0.00,0.00,0.00,0.00,0.00,1.17,0.00,9.57,0.00,5.58,0.00,0.00,0.00,,0.00,,,15.58,0.00,0.00,15.58,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [2 Gula Cheeseburger, 1 Fritas trufadas, 1 Agua Cabreiroa (330 ml.), 1 Coca-Cola Sabor Original lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101639885429,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 20:57,N,,,,,31.69,0.00,0.00,0.00,0.00,0.00,1.17,0.00,9.51,0.00,5.55,0.00,0.00,0.00,,0.00,,,15.46,0.00,0.00,15.46,0.00,0.00,9.51,0.00,0.00,"1 The Sinner, 1 Golden Slider, 1 Fritas Trufadas"
GULA - CAA - Calle Jimenez de la Espada,101639890705,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 21:00,N,,,,,19.80,0.00,0.00,0.00,0.00,0.00,0.52,0.00,9.90,0.00,2.48,0.00,0.00,0.00,,0.00,,,6.90,0.00,0.00,6.90,0.00,0.00,9.90,0.00,0.00,2 Pollo Frito Al Estilo GULA [1 Salsa bacon]
GULA - CAA - Calle Jimenez de la Espada,101639901211,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 21:05,N,,,,,33.90,0.00,0.00,0.00,0.00,0.00,1.28,0.00,9.57,0.00,6.08,0.00,0.00,0.00,,0.00,,,16.97,0.00,0.00,16.97,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger Cheese Bacon, 1 Burger The Trufa Corp Chicken, 1 Fritas bacon queso, 2 Coca-Cola Zero Azúcar Zero Cafeína lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101639902652,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 21:06,N,,,,,43.99,0.00,0.00,0.00,0.00,0.00,2.13,0.00,3.39,0.00,10.15,0.00,0.00,0.00,,0.00,,,28.32,0.00,0.00,28.32,0.00,0.00,3.39,0.00,0.00,"1 Spicy V [1 Extra: Fritas buffalo ranch, 1 Extra: Fuze Tea Maracuyá (330 ml.)], 1 Golden Slider, 1 Nuestras Fritas [1 Extra: Salsa GULA, 1 Extra: Salsa bacon, 1 Extra: Salsa BBK]"
GULA - CAA - Calle Jimenez de la Espada,101639918160,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 21:14,N,,,,,18.40,0.00,0.00,0.00,0.00,0.00,0.86,0.00,1.95,0.00,4.11,0.00,0.00,0.00,,0.00,,,11.48,0.00,0.00,11.48,0.00,0.00,1.95,0.00,0.00,"1 GULA Cheeseburger, 1 Fritas Trufadas"
GULA - CAA - Calle Jimenez de la Espada,101639929168,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 21:29,N,,,,,19.70,0.00,0.00,0.00,0.00,0.00,0.81,0.00,4.17,0.00,3.88,0.00,0.00,0.00,,0.00,,,10.84,0.00,0.00,10.84,0.00,0.00,4.17,0.00,0.00,"1 Cheese Bacon, 1 Tarta de Lotus"
GULA - CAA - Calle Jimenez de la Espada,101639933917,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 21:28,N,,,,,33.70,0.00,0.00,0.00,0.00,0.00,1.03,0.00,14.07,0.00,4.91,0.00,0.00,0.00,,0.00,,,13.69,0.00,0.00,13.69,0.00,0.00,14.07,0.00,0.00,"1 Cheese Bacon, 2 Pollo Frito Al Estilo GULA [1 Salsa bacon]"
GULA - CAA - Calle Jimenez de la Espada,101639968403,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 21:58,N,,,,,59.89,0.00,0.00,0.00,0.00,0.00,1.99,0.00,21.93,0.00,9.49,0.00,0.00,0.00,,0.00,,,26.48,0.00,0.00,26.48,0.00,0.00,21.93,0.00,0.00,"1 The Trufa Corp, 1 Cheese Bacon, 1 Golden Slider, 2 Pollo Frito Al Estilo GULA [1 Salsa GULA]"
GULA - CAA - Calle Jimenez de la Espada,101639995303,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 21:59,Y,Missing item,,,,73.10,0.00,0.00,0.00,0.00,0.00,2.49,0.00,25.59,0.00,11.88,42.96,0.00,0.00,,0.00,,,-9.82,0.00,9.82,0.00,0.00,0.00,25.59,0.00,0.00,"1 The Trufa Corp Chicken , 1 Fritas Trufadas, 2 Pollo Frito Al Estilo GULA  [1 Salsa GULA, 1 Sin Extras], 1 Pleasure For 2 Combo  [2 Gula Cheeseburger, 1 Fritas buffalo ranch, 2 Agua Cabreiroa (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101640068672,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-01 22:49,N,,,,,15.90,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.00,3.98,0.00,0.00,0.00,,0.00,,,11.08,0.00,0.00,11.08,0.00,0.00,0.00,0.00,0.00,"1 The Sinner Combo [1 Burger Cheese Bacon, 1 Agua Cabreiroa (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101640367670,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-02 13:26,N,,,,,33.70,0.00,0.00,0.00,0.00,0.00,1.25,0.00,9.90,0.00,5.95,0.00,0.00,0.00,,0.00,,,16.60,0.00,0.00,16.60,0.00,0.00,9.90,0.00,0.00,"1 Spicy V, 2 Pollo Frito Al Estilo GULA [1 Salsa GULA]"
GULA - CAA - Calle Jimenez de la Espada,101640371832,925154,Platform delivery,Cash,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-02 13:30,N,,,,,33.90,0.00,0.00,0.00,0.00,0.00,1.28,0.00,9.57,0.00,6.08,0.00,0.00,0.00,,0.00,,,16.97,0.00,0.00,16.97,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 The Pope's Burger, 1 Burger Cheese Bacon, 1 Fritas bacon queso, 1 Agua Cabreiroa (330 ml.), 1 Aquarius Naranja lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101640390404,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-02 13:44,N,,,,,29.08,0.00,0.00,0.00,0.00,0.00,1.07,0.00,8.73,0.00,5.09,0.00,0.00,0.00,,0.00,,,14.19,0.00,0.00,14.19,0.00,0.00,8.73,0.00,0.00,"2 Golden Slider, 1 Fritas Trufadas"
GULA - CAA - Calle Jimenez de la Espada,101640410584,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-02 13:59,N,,,,,42.20,0.00,0.00,0.00,0.00,0.00,1.71,0.00,9.57,0.00,8.16,0.00,0.00,0.00,,0.00,,,22.76,0.00,0.00,22.76,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger The Trufa Corp, 1 Burger Cheese Bacon, 1 Pollo frito al estilo GULA, 1 Coca-Cola Zero Azúcar Zero Cafeína lata 330ml., 1 Fuze Tea Limón Sabor Original Lata 330ml], 1 Tarta de Lotus"
GULA - CAA - Calle Jimenez de la Espada,101640841051,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-02 20:06,N,,,,,30.30,0.00,0.00,0.00,0.00,0.00,1.59,0.00,0.19,0.00,7.58,0.00,0.00,0.00,,0.00,,,20.94,0.00,0.00,20.94,0.00,0.00,0.19,0.00,0.00,"2 GULA Cheeseburger, 1 Fritas Bacon Queso"
GULA - CAA - Calle Jimenez de la Espada,101640915025,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-02 21:01,N,,,,,40.40,0.00,0.00,0.00,0.00,0.00,1.52,0.00,14.51,0.00,7.22,0.00,0.00,0.00,,0.00,,,17.15,0.00,0.00,17.15,0.00,0.00,14.51,0.00,0.00,"1 Fritas Trufadas, 1 Pleasure For 2 Combo [1 Burger Cheese Bacon, 1 Burger Spicy V, 1 Nuestras fritas, 2 Fuze Tea Limón Sabor Original Lata 330ml]"
GULA - CAA - Calle Jimenez de la Espada,101640952988,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-02 21:07,N,,,,,57.10,0.00,0.00,0.00,0.00,0.00,1.98,0.00,19.96,0.00,9.41,0.00,0.00,0.00,,0.00,,,25.75,0.00,0.00,25.75,0.00,0.00,19.96,0.00,0.00,"1 Nuestras Fritas, 2 Pollo Frito Al Estilo GULA [1 Salsa GULA], 1 Pleasure For 2 Combo [1 Burger Cheese Bacon, 1 Burger Spicy V, 1 Fritas bacon queso, 1 Aquarius Limón lata 330ml., 1 Aquarius Naranja lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101640991866,925154,Platform delivery,Cash,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-02 21:42,Y,Missing item,,,,33.90,0.00,0.00,0.00,0.00,0.00,1.28,0.00,10.56,0.00,6.08,1.44,0.00,0.00,,0.00,,,14.54,0.00,0.00,14.54,0.00,0.00,10.56,0.00,0.00,"1 Pleasure For 2 Combo  [2 Burger Cheese Bacon, 1 Fritas bacon queso, 2 Coca-Cola Zero Azúcar Zero Cafeína lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101640995207,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-02 21:45,Y,Wrong item,,,,52.70,0.00,0.00,0.00,0.00,0.00,1.75,0.00,20.46,0.00,8.31,5.66,0.00,2.50,,0.00,,,14.02,0.00,0.00,14.02,0.00,0.00,20.46,0.00,0.00,"2 Pollo Frito Al Estilo GULA [1 Salsa Queen], 1 Pleasure For 2 Combo  [1 Gula Cheeseburger, 1 Burger BBK, 1 Fritas bacon queso, 1 Coca-Cola Zero Azúcar Zero Cafeína lata 330ml., 1 Aquarius Naranja lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101641038549,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-02 22:10,N,,,,,28.90,0.00,0.00,0.00,0.00,0.00,1.00,0.00,10.39,0.00,4.75,0.00,0.00,2.50,,0.00,,,10.26,0.00,0.00,10.26,0.00,0.00,10.39,0.00,0.00,"2 Pollo Frito Al Estilo GULA [1 Salsa BBK], 1 Aguila Sin Filtrar, 1 Tarta de Lotus"
GULA - CAA - Calle Jimenez de la Espada,101641039677,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Cancelled,2026-05-02 22:09,N,,,,,34.90,0.00,0.00,0.00,0.00,0.00,1.83,0.00,0.00,0.00,8.73,0.00,0.00,0.00,,0.00,,,24.34,0.00,0.00,24.34,0.00,0.00,0.00,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger Cheese Bacon, 1 Burger The Trufa Corp Chicken, 1 Fritas buffalo ranch, 1 Coca-Cola Zero Azúcar lata 330ml., 1 Fuze Tea Limón Sabor Original Lata 330ml]"
GULA - CAA - Calle Jimenez de la Espada,101641040709,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-02 22:07,N,,,,,17.70,0.00,0.00,0.00,0.00,0.00,0.93,0.00,0.99,0.00,4.43,0.00,0.00,0.00,,0.00,,,11.35,0.00,0.00,11.35,0.00,0.00,0.99,0.00,0.00,"1 The Sinner Combo [1 Burger Cheese Bacon, 1 Coca-Cola Sabor Original lata 330ml.], 1 Salsa Bacon"
GULA - CAA - Calle Jimenez de la Espada,101641044179,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-02 22:07,N,,,,,16.70,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.49,0.00,4.18,0.00,0.00,2.50,,0.00,,,8.65,0.00,0.00,8.65,0.00,0.00,0.49,0.00,0.00,"1 The Sinner Combo [1 Gula Cheeseburger, 1 Fanta Naranja lata 330ml., 1 Extra: Salsa GULA]"
GULA - CAA - Calle Jimenez de la Espada,101641398259,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 13:36,N,,,,,14.69,0.00,0.00,0.00,0.00,0.00,0.59,0.00,3.88,0.00,2.83,0.00,0.00,0.00,,0.00,,,7.39,0.00,0.00,7.39,0.00,0.00,3.88,0.00,0.00,"1 Golden Slider, 1 Nuestras Fritas"
GULA - CAA - Calle Jimenez de la Espada,101641413045,925154,Platform delivery,Online,SINGLE-1,Y,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 13:36,N,,,,,33.90,0.00,0.00,0.00,0.00,0.00,1.40,0.00,9.57,0.00,6.08,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,16.30,0.00,0.00,16.30,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger The Trufa Corp, 1 Fritas trufadas, 1 Aquarius Limón lata 330ml., 1 Fuze Tea Maracuyá (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101641425938,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Cancelled,2026-05-03 14:00,N,,,,,15.70,0.00,0.00,0.00,0.00,0.00,0.60,0.00,5.16,0.00,2.88,0.00,0.00,0.00,,0.00,,,7.06,0.00,0.00,7.06,0.00,0.00,5.16,0.00,0.00,"1 Cheese Bacon, 1 Salsa Bacon"
GULA - CAA - Calle Jimenez de la Espada,101641444408,925154,Platform delivery,Online,SINGLE-1,Y,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 14:00,N,,,,,41.05,0.00,0.00,0.00,0.00,0.00,2.07,0.00,3.87,0.00,9.30,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,25.26,0.00,0.00,25.26,0.00,0.00,3.87,0.00,0.00,"1 The Pope'S Burger, 1 Cheese Jr., 1 Nuestras Fritas, 1 Fritas Buffalo Ranch [1 Extra: Salsa GULA], 1 Alitas BBK"
GULA - CAA - Calle Jimenez de la Espada,101641454315,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 14:22,N,,,,,35.40,0.00,0.00,0.00,0.00,0.00,1.36,0.00,10.06,0.00,6.46,0.00,0.00,0.00,,0.00,,,17.52,0.00,0.00,17.52,0.00,0.00,10.06,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger Cheese Bacon, 1 Burger Buffalo Ranch, 1 Fritas buffalo ranch, 1 Aquarius Limón lata 330ml., 1 Cerveza Estrella Galicia 1906 (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101641521153,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-03 15:11,N,,,,,29.00,0.00,0.00,0.00,0.00,0.00,1.20,0.00,6.31,0.00,5.72,0.00,0.00,0.00,,0.00,,,15.77,0.00,0.00,15.77,0.00,0.00,6.31,0.00,0.00,"1 Cheese Bacon, 1 Fritas Trufadas, 1 Coca-Cola Zero Azúcar Zero Cafeína lata 330ml., 1 Cheescake de Fresa"
