Order ID,Workflow ID,Store Name,Store ID,Shop ID,Order Date,Order Accept Time,Dining Mode,Payment Mode,Order Channel,Item Name,External ID ,External Data,Item Priced By,Unit Sold By,Estimated Average Weight,Requested Weight,Final Weight,Requested Count,Final Count,Requested Quantity,Final Quantity,Unit price,Customer Uber-Membership Status,Sales (excl. VAT),VAT1 on Sales,VAT2 on Sales,VAT3 on Sales,Sales (incl. VAT),Order Error Adjustments (excl. VAT),VAT 1 on order error adjustments,VAT 2 on order error adjustments,VAT 3 on order error adjustments,Order Error Adjustments (incl. VAT),Offers on items (excl. VAT),VAT 1 on offers on items,VAT 2 on offers on items,VAT 3 on offers on items,Offers on items (incl. VAT),Offer Redemption Fee,VAT On Offer Redemption Fee,Marketing Adjustment (incl. VAT),Meal Voucher,Meal Voucher provider,Price Adjustments (excl. VAT),VAT on Price Adjustments,Price Adjustments (incl. VAT),Delivery Fee (excl VAT),VAT1 on Delivery Fee,VAT2 on Delivery Fee,VAT3 on Delivery Fee,Delivery Fee (incl VAT),Pick and Pack Fee,VAT On Pick And Pack Fee,Bag Fee,Delivery Offer Redemptions (excl. VAT),VAT on Delivery Offer Redemptions,Delivery Offer Redemptions (incl. VAT),Total Order (incl VAT),Merchant to Customer Invoice Link,Cost of Delivery (excl VAT),VAT on cost of delivery,Cost of Delivery (incl VAT),Courier to Merchant Invoice Link,Marketplace Fee before discount (excl VAT),Marketplace Fee discount (excl VAT),Marketplace Fee after discount (excl VAT),VAT on Marketplace fee after discount ,Marketplace Fee after discount (incl VAT),Uber to Merchant Invoice Link,VAT Adjustment,Profit on Delivery Fee,Tips,Other payments description,Other payments (incl VAT),Total payout ,Payout Date,Order Status,Retailer Loyalty ID,Payout reference ID
#2A8EE,2655d82b-1d49-4dfb-b85b-fee9cd62a8ee,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/10/26,8:55 PM,Delivery - Partner Using Uber App,Unknown,Android,,,,,,,,,,,,,,Non-member,29.91,0,2.99,0,32.9,0,0,0,0,0,-8.7,0,-0.87,0,-9.57,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,-0.29,0,-0.29,23.04,https://restaurant.uber.com/manager/payments/invoices/order/45122deb-8815-50d7-828d-9662985fa817?invoiceType=restaurant_to_customer,0,0,0,,-4.2,0,-4.2,-0.88,-5.08,,0,0,0,,0,17.96,5/11/26,Completed,,LFCO3G2UNLVS
,2655d82b-1d49-4dfb-b85b-fee9cd62a8ee,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/10/26,8:55 PM,Delivery - Partner Using Uber App,,Android,Pleasure for 2,Pleasure_for_2,,Count,Count,0,0,0,1,1,1,1,31.9,,29.91,0,2.99,0,32.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#5575A,4d01d891-b04d-4c33-b1ce-7257c5d5575a,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/10/26,9:09 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Non-member,41.73,0,4.17,0,45.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.9,https://restaurant.uber.com/manager/payments/invoices/order/ab6ff7ab-ab1e-5708-b847-33990063ec77?invoiceType=restaurant_to_customer,0,0,0,,-8.26,0,-8.26,-1.73,-9.99,,0,0,0,,0,35.91,5/11/26,Completed,,LFCO3G2UNLVS
,4d01d891-b04d-4c33-b1ce-7257c5d5575a,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/10/26,9:09 PM,Delivery - Partner Using Uber App,,iOS,Gula Cheeseburger,Gula_Cheeseburger,,Count,Count,0,0,0,3,3,3,3,11.9,,41.73,0,4.17,0,45.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#E827A,611b2d8a-6258-4e49-ac48-373aa49e827a,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/10/26,9:09 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Non-member,30.82,0,3.08,0,33.9,0,0,0,0,0,-8.7,0,-0.87,0,-9.57,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,-4.29,0,-4.29,20.04,https://restaurant.uber.com/manager/payments/invoices/order/05e60913-f17c-57f1-9328-998647d00dd0?invoiceType=restaurant_to_customer,0,0,0,,-4.38,0,-4.38,-0.92,-5.3,,0,0,0,,0,14.74,5/11/26,Completed,,LFCO3G2UNLVS
,611b2d8a-6258-4e49-ac48-373aa49e827a,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/10/26,9:09 PM,Delivery - Partner Using Uber App,,iOS,Pleasure for 2,Pleasure_for_2,,Count,Count,0,0,0,1,1,1,1,31.9,,30.82,0,3.08,0,33.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#4C10B,efc2a7bd-9818-4506-92d8-69448754c10b,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/10/26,9:31 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Uber One member,37.64,0,3.76,0,41.4,0,0,0,0,0,-10.48,0,-1.04,0,-11.52,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.88,https://restaurant.uber.com/manager/payments/invoices/order/680fc4d9-ecfe-5229-b0ff-b3930d63c833?invoiceType=restaurant_to_customer,0,0,0,,-5.83,0,-5.83,-1.22,-7.05,,0,0,0,,0,22.83,5/11/26,Completed,,LFCO3G2UNLVS
,efc2a7bd-9818-4506-92d8-69448754c10b,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/10/26,9:31 PM,Delivery - Partner Using Uber App,,iOS,Pleasure for 2,Pleasure_for_2,,Count,Count,0,0,0,1,1,1,1,31.9,,31.73,0,3.17,0,34.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,efc2a7bd-9818-4506-92d8-69448754c10b,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/10/26,9:31 PM,Delivery - Partner Using Uber App,,iOS,Fritas Bacon Queso,Fritas_Bacon_Queso,,Count,Count,0,0,0,1,1,1,1,6.5,,5.91,0,0.59,0,6.5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/11/26,,,,Unknown,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,Other fee,0,-194.14,,,,
,,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/11/26,,,,Unknown,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,Ad Spend,-49.91,-49.91,,,,
,,GULA - Móstoles,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/1/26,,,,Unknown,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,Ad Spend,-3.53,-3.53,5/4/26,,,O2MENH8WZNBXBSW
,,GULA - Móstoles,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/2/26,,,,Unknown,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,Ad Spend,-5.18,-5.18,5/4/26,,,O2MENH8WZNBXBSW
#F7BB2,a8005331-6055-48a5-9304-d4417c6f7bb2,GULA - Móstoles,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,1:34 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Uber One member,13.91,0,1.39,0,15.3,0,0,0,0,0,-2.16,0,-0.22,0,-2.38,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.92,https://restaurant.uber.com/manager/payments/invoices/order/092a0ac9-7155-5dd7-83ad-609822a3afbd?invoiceType=restaurant_to_customer,0,0,0,,-2.52,0,-2.52,-0.53,-3.05,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=3a8efbb9-15d8-57f0-a59f-e8ba67c4fe31,0,0,0,,0,9.87,5/4/26,Completed,,O2MENH8WZNBXBSW
,a8005331-6055-48a5-9304-d4417c6f7bb2,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,1:34 PM,Delivery - Partner Using Uber App,,iOS,Gula Cheeseburger,Gula_Cheeseburger,,Count,Count,0,0,0,1,1,1,1,11.9,,10.82,0,1.08,0,11.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,a8005331-6055-48a5-9304-d4417c6f7bb2,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,1:34 PM,Delivery - Partner Using Uber App,,iOS,Nuestras Fritas,Nuestras_Fritas,,Count,Count,0,0,0,1,1,1,1,3.4,,3.09,0,0.31,0,3.4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#3A71F,08319a45-3231-420a-b157-3001d823a71f,GULA - Móstoles,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,8:41 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Non-member,27.12,0,2.71,0,29.83,0,0,0,0,0,-4.19,0,-0.42,0,-4.61,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,-2.79,0,-2.79,22.43,https://restaurant.uber.com/manager/payments/invoices/order/da0798c8-2bd2-5b13-a77d-25f20caa8bd6?invoiceType=restaurant_to_customer,0,0,0,,-4.54,0,-4.54,-0.95,-5.49,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=3a8efbb9-15d8-57f0-a59f-e8ba67c4fe31,0,0,0,,0,16.94,5/4/26,Completed,,O2MENH8WZNBXBSW
,08319a45-3231-420a-b157-3001d823a71f,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,8:41 PM,Delivery - Partner Using Uber App,,iOS,Nuestras Fritas,Nuestras_Fritas,,Count,Count,0,0,0,2,2,2,2,3.4,,6.18,0,0.62,0,6.8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,08319a45-3231-420a-b157-3001d823a71f,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,8:41 PM,Delivery - Partner Using Uber App,,iOS,Gula Cheeseburger,Gula_Cheeseburger,,Count,Count,0,0,0,1,1,1,1,11.9,,10.82,0,1.08,0,11.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,08319a45-3231-420a-b157-3001d823a71f,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,8:41 PM,Delivery - Partner Using Uber App,,iOS,GOLDEN SLIDER,GOLDEN_SLIDER,,Count,Count,0,0,0,1,1,1,1,11.13,,10.12,0,1.01,0,11.13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#5FA1D,9eabe40a-a6af-466a-803e-358bbf25fa1d,GULA - Móstoles,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,8:52 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Non-member,30.27,0,3.03,0,33.3,0,0,0,0,0,-2.16,0,-0.22,0,-2.38,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,-3.59,0,-3.59,27.33,https://restaurant.uber.com/manager/payments/invoices/order/d6d78404-15a3-51f7-8d59-d2ec203f392a?invoiceType=restaurant_to_customer,0,0,0,,-5.57,0,-5.57,-1.17,-6.74,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=3a8efbb9-15d8-57f0-a59f-e8ba67c4fe31,0,0,0,,0,20.59,5/4/26,Completed,,O2MENH8WZNBXBSW
,9eabe40a-a6af-466a-803e-358bbf25fa1d,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,8:52 PM,Delivery - Partner Using Uber App,,iOS,The Trufa Corp,The_Trufa_Corp,,Count,Count,0,0,0,1,1,1,1,14.9,,13.55,0,1.35,0,14.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9eabe40a-a6af-466a-803e-358bbf25fa1d,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,8:52 PM,Delivery - Partner Using Uber App,,iOS,Gula Cheeseburger,Gula_Cheeseburger,,Count,Count,0,0,0,1,1,1,1,11.9,,16.72,0,1.68,0,18.4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19947,d626b9cb-001a-4e47-ba27-1ec3d2c19947,GULA - Móstoles,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,9:34 PM,Delivery - Partner Using Uber App,Unknown,Unknown,,,,,,,,,,,,,,Uber One member,30.73,0,3.07,0,33.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8,https://restaurant.uber.com/manager/payments/invoices/order/9399a5a9-a7a5-54de-a4d1-1469971756c7?invoiceType=restaurant_to_customer,0,0,0,,-6.59,0,-6.59,-1.38,-7.97,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=3a8efbb9-15d8-57f0-a59f-e8ba67c4fe31,0,0,0,,0,25.83,5/4/26,Completed,,O2MENH8WZNBXBSW
,d626b9cb-001a-4e47-ba27-1ec3d2c19947,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,9:34 PM,Delivery - Partner Using Uber App,,Unknown,The Sinner Combo,The_Sinner_Combo,,Count,Count,0,0,0,1,1,1,1,14.9,,15.37,0,1.53,0,16.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d626b9cb-001a-4e47-ba27-1ec3d2c19947,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,9:34 PM,Delivery - Partner Using Uber App,,Unknown,The Sinner Combo,The_Sinner_Combo,,Count,Count,0,0,0,1,1,1,1,14.9,,15.36,0,1.54,0,16.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#2DC9B,dd93e6ba-c4ab-4624-aec2-8e3dae12dc9b,GULA - Móstoles,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,9:48 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Uber One member,20.94,0,2.09,0,23.03,0,0,0,0,0,-4.19,0,-0.42,0,-4.61,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.42,https://restaurant.uber.com/manager/payments/invoices/order/6025b397-044e-5a33-958e-4798dc8673ce?invoiceType=restaurant_to_customer,0,0,0,,-3.59,0,-3.59,-0.75,-4.34,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=3a8efbb9-15d8-57f0-a59f-e8ba67c4fe31,0,0,0,,0,14.08,5/4/26,Completed,,O2MENH8WZNBXBSW
,dd93e6ba-c4ab-4624-aec2-8e3dae12dc9b,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,9:48 PM,Delivery - Partner Using Uber App,,iOS,Gula Cheeseburger,Gula_Cheeseburger,,Count,Count,0,0,0,1,1,1,1,11.9,,10.82,0,1.08,0,11.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,dd93e6ba-c4ab-4624-aec2-8e3dae12dc9b,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,9:48 PM,Delivery - Partner Using Uber App,,iOS,GOLDEN SLIDER,GOLDEN_SLIDER,,Count,Count,0,0,0,1,1,1,1,11.13,,10.12,0,1.01,0,11.13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#E42D2,fe5f899d-7b47-4bce-80d6-e3cc5a1e42d2,GULA - Móstoles,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,10:05 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Non-member,51.45,0,5.15,0,56.6,0,0,0,0,0,-2.16,0,-0.22,0,-2.38,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,-3.59,0,-3.59,50.63,https://restaurant.uber.com/manager/payments/invoices/order/c7e97fa8-8438-5708-a808-451760a7e5ee?invoiceType=restaurant_to_customer,0,0,0,,-9.76,0,-9.76,-2.05,-11.81,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=3a8efbb9-15d8-57f0-a59f-e8ba67c4fe31,0,0,0,,0,38.82,5/4/26,Completed,,O2MENH8WZNBXBSW
,fe5f899d-7b47-4bce-80d6-e3cc5a1e42d2,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,10:05 PM,Delivery - Partner Using Uber App,,iOS,The Sinner Combo,The_Sinner_Combo,,Count,Count,0,0,0,1,1,1,1,14.9,,13.55,0,1.35,0,14.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fe5f899d-7b47-4bce-80d6-e3cc5a1e42d2,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,10:05 PM,Delivery - Partner Using Uber App,,iOS,Gula Cheeseburger,Gula_Cheeseburger,,Count,Count,0,0,0,1,1,1,1,11.9,,10.81,0,1.09,0,11.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fe5f899d-7b47-4bce-80d6-e3cc5a1e42d2,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,10:05 PM,Delivery - Partner Using Uber App,,iOS,The Sinner Combo,The_Sinner_Combo,,Count,Count,0,0,0,1,1,1,1,14.9,,13.55,0,1.35,0,14.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fe5f899d-7b47-4bce-80d6-e3cc5a1e42d2,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,10:05 PM,Delivery - Partner Using Uber App,,iOS,The Sinner Combo,The_Sinner_Combo,,Count,Count,0,0,0,1,1,1,1,14.9,,13.54,0,1.36,0,14.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#7F223,42620b23-8766-4b98-9a2e-5f6c2897f223,GULA - Móstoles,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,10:34 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Uber One member,29.91,0,2.99,0,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9,https://restaurant.uber.com/manager/payments/invoices/order/a7506eb7-6c6d-5133-862a-603470395893?invoiceType=restaurant_to_customer,0,0,0,,-6.42,0,-6.42,-1.35,-7.77,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=3a8efbb9-15d8-57f0-a59f-e8ba67c4fe31,0,0,0,,0,25.13,5/4/26,Completed,,O2MENH8WZNBXBSW
,42620b23-8766-4b98-9a2e-5f6c2897f223,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,10:34 PM,Delivery - Partner Using Uber App,,iOS,Pleasure for 2,Pleasure_for_2,,Count,Count,0,0,0,1,1,1,1,31.9,,29.91,0,2.99,0,32.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#68201,3583827d-2bff-46ce-90f0-29a67d768201,GULA - Móstoles,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,10:38 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Uber One member,16.09,0,1.61,0,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,https://restaurant.uber.com/manager/payments/invoices/order/70eb889d-a254-5ffc-a93a-ca7807030932?invoiceType=restaurant_to_customer,0,0,0,,-3.45,0,-3.45,-0.72,-4.17,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=3a8efbb9-15d8-57f0-a59f-e8ba67c4fe31,0,0,0,,0,13.53,5/4/26,Completed,,O2MENH8WZNBXBSW
,3583827d-2bff-46ce-90f0-29a67d768201,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/3/26,10:38 PM,Delivery - Partner Using Uber App,,iOS,The Sinner Combo,The_Sinner_Combo,,Count,Count,0,0,0,1,1,1,1,14.9,,16.09,0,1.61,0,17.7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#45D49,a6e121bd-cf68-44e2-b6b4-39bf01345d49,GULA - Móstoles,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/4/26,8:17 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Non-member,27.55,0,2.75,0,30.3,0,0,0,0,0,-4.33,0,-0.43,0,-4.76,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,-2.39,0,-2.39,23.15,https://restaurant.uber.com/manager/payments/invoices/order/235b8a81-c222-5b4f-b851-c4235a08bac8?invoiceType=restaurant_to_customer,0,0,0,,-4.6,0,-4.6,-0.97,-5.57,,0,0,0,,0,17.58,5/11/26,Completed,,T9TKWJRM1N2XDNR
,a6e121bd-cf68-44e2-b6b4-39bf01345d49,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/4/26,8:17 PM,Delivery - Partner Using Uber App,,iOS,Gula Cheeseburger,Gula_Cheeseburger,,Count,Count,0,0,0,1,1,1,1,11.9,,16.73,0,1.67,0,18.4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,a6e121bd-cf68-44e2-b6b4-39bf01345d49,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/4/26,8:17 PM,Delivery - Partner Using Uber App,,iOS,Gula Cheeseburger,Gula_Cheeseburger,,Count,Count,0,0,0,1,1,1,1,11.9,,10.82,0,1.08,0,11.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#61149,a468f321-90cf-4a34-b80a-6b33a9761149,GULA - Móstoles,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/4/26,9:01 PM,Delivery - Partner Using Uber App,Unknown,Unknown,,,,,,,,,,,,,,Non-member,21.64,0,2.16,0,23.8,0,0,0,0,0,-4.33,0,-0.43,0,-4.76,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,-2.39,0,-2.39,16.65,https://restaurant.uber.com/manager/payments/invoices/order/a7e0547b-f6f6-54ca-9cb4-0d2ff4edcf69?invoiceType=restaurant_to_customer,0,0,0,,-3.43,0,-3.43,-0.72,-4.15,,0,0,0,,0,12.5,5/11/26,Completed,,T9TKWJRM1N2XDNR
,a468f321-90cf-4a34-b80a-6b33a9761149,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/4/26,9:01 PM,Delivery - Partner Using Uber App,,Unknown,Gula Cheeseburger,Gula_Cheeseburger,,Count,Count,0,0,0,2,2,2,2,11.9,,21.64,0,2.16,0,23.8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GULA - Móstoles,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/5/26,,,,Unknown,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,Ad Spend,-38.12,-38.12,5/11/26,,,T9TKWJRM1N2XDNR
#BAC82,231079d9-853b-48fa-88a3-abaab91bac82,GULA - Móstoles,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/5/26,8:47 PM,Pickup,Unknown,iOS,,,,,,,,,,,,,,Non-member,13.91,0,1.39,0,15.3,0,0,0,0,0,-2.16,0,-0.22,0,-2.38,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.92,https://restaurant.uber.com/manager/payments/invoices/order/2c416375-f3cf-53c4-8fee-2a06d4b4d1a4?invoiceType=restaurant_to_customer,0,0,0,,-1.94,0,-1.94,-0.41,-2.35,,0,0,0,,0,10.57,5/11/26,Completed,,T9TKWJRM1N2XDNR
,231079d9-853b-48fa-88a3-abaab91bac82,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/5/26,8:47 PM,Pickup,,iOS,Gula Cheeseburger,Gula_Cheeseburger,,Count,Count,0,0,0,1,1,1,1,11.9,,10.82,0,1.08,0,11.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,231079d9-853b-48fa-88a3-abaab91bac82,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/5/26,8:47 PM,Pickup,,iOS,Nuestras Fritas,Nuestras_Fritas,,Count,Count,0,0,0,1,1,1,1,3.4,,3.09,0,0.31,0,3.4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#360E8,4b79a17b-050c-4927-9555-e3a7663360e8,GULA - Móstoles,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/5/26,9:25 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Uber One member,32.18,0,3.22,0,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,https://restaurant.uber.com/manager/payments/invoices/order/7196b9e3-4fae-53ab-aec6-dcc1445f3c27?invoiceType=restaurant_to_customer,0,0,0,,-6.9,0,-6.9,-1.45,-8.35,,0,0,0,,0,27.05,5/11/26,Completed,,T9TKWJRM1N2XDNR
,4b79a17b-050c-4927-9555-e3a7663360e8,,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/5/26,9:25 PM,Delivery - Partner Using Uber App,,iOS,Pleasure for 2,Pleasure_for_2,,Count,Count,0,0,0,1,1,1,1,31.9,,32.18,0,3.22,0,35.4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GULA - Móstoles,,0e2beda7-e867-5f1f-a4f7-fc2a477559a4,5/6/26,,,,Unknown,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,Ad Spend,-8.29,-8.29,5/11/26,,,T9TKWJRM1N2XDNR
